TimeStamp,Humedad (%), Temperatura(DHT), Temperatura (BMP), Presion (hPa), Altitud (m), CO2 (ppm)
2022:4:10:21:41:36,63.00,23.10,22.88,983.51,258.61,455.90
2022:4:10:21:41:38,63.00,23.10,22.87,983.48,258.88,455.90
2022:4:10:21:41:40,63.00,23.10,22.85,983.48,258.86,455.90
2022:4:10:21:41:42,63.00,23.10,22.86,983.48,258.87,455.90
2022:4:10:21:41:44,63.00,23.10,22.87,983.48,258.87,455.90
2022:4:10:21:41:46,63.00,23.10,22.88,983.51,258.62,455.90
2022:4:10:21:41:49,63.00,23.10,22.87,983.48,258.87,455.90
2022:4:10:21:41:51,63.00,23.10,22.87,983.47,258.97,455.90
2022:4:10:21:41:53,63.00,23.10,22.89,983.53,258.50,455.90
2022:4:10:21:41:55,63.00,23.10,22.88,983.48,258.91,455.90
2022:4:10:21:41:57,63.00,23.10,22.90,983.52,258.61,455.90
2022:4:10:21:41:59,63.00,23.10,22.89,983.46,259.06,471.34
2022:4:10:21:42:1,63.00,23.10,22.90,983.48,258.91,455.90
2022:4:10:21:42:3,63.00,23.10,22.91,983.51,258.67,455.90
2022:4:10:21:42:5,63.00,23.10,22.91,983.49,258.89,455.90
2022:4:10:21:42:7,63.00,23.10,22.91,983.51,258.66,455.90
2022:4:10:21:42:9,63.00,23.10,22.91,983.49,258.86,471.34
2022:4:10:21:42:11,63.00,23.10,22.92,983.48,258.92,471.34
2022:4:10:21:42:14,63.00,23.10,22.92,983.49,258.83,455.90
2022:4:10:21:42:16,63.00,23.10,22.93,983.51,258.69,471.34
2022:4:10:21:42:18,63.00,23.10,22.93,983.49,258.90,455.90
2022:4:10:21:42:20,63.00,23.10,22.93,983.50,258.76,471.34
2022:4:10:21:42:22,63.00,23.10,22.93,983.48,258.98,455.90
2022:4:10:21:42:24,63.00,23.10,22.95,983.50,258.79,471.34
2022:4:10:21:42:26,63.00,23.10,22.95,983.50,258.76,455.90
2022:4:10:21:42:28,63.00,23.10,22.95,983.50,258.80,471.34
2022:4:10:21:42:30,63.00,23.10,22.97,983.49,258.86,471.34
2022:4:10:21:42:32,63.00,23.10,22.96,983.50,258.80,471.34
2022:4:10:21:42:34,63.00,23.10,22.97,983.49,258.90,471.34
2022:4:10:21:42:36,64.00,23.10,22.98,983.50,258.83,471.34
2022:4:10:21:42:39,64.00,23.10,22.97,983.49,258.90,471.34
2022:4:10:21:42:41,64.00,23.10,22.98,983.51,258.77,471.34
2022:4:10:21:42:43,64.00,23.10,22.98,983.48,258.96,471.34
2022:4:10:21:42:45,64.00,23.10,22.98,983.48,258.98,471.34
2022:4:10:21:42:47,64.00,23.20,22.98,983.49,258.90,471.34
2022:4:10:21:42:49,64.00,23.20,22.99,983.50,258.83,471.34
2022:4:10:21:42:51,64.00,23.10,23.00,983.50,258.86,471.34
2022:4:10:21:42:53,64.00,23.10,22.99,983.55,258.39,471.34
2022:4:10:21:42:55,64.00,23.10,23.00,983.52,258.67,471.34
2022:4:10:21:42:57,64.00,23.10,23.00,983.51,258.80,471.34
2022:4:10:21:42:59,64.00,23.20,23.01,983.55,258.38,471.34
2022:4:10:21:43:1,64.00,23.20,23.00,983.52,258.71,471.34
2022:4:10:21:43:3,64.00,23.20,23.00,983.49,258.96,471.34
2022:4:10:21:43:6,64.00,23.20,23.01,983.51,258.78,471.34
2022:4:10:21:43:8,64.00,23.20,23.02,983.50,258.87,471.34
2022:4:10:21:43:10,64.00,23.20,23.02,983.51,258.78,471.34
2022:4:10:21:43:12,64.00,23.20,23.02,983.54,258.54,471.34
2022:4:10:21:43:14,64.00,23.20,23.02,983.51,258.78,471.34
2022:4:10:21:43:16,64.00,23.20,23.01,983.51,258.80,471.34
2022:4:10:21:43:18,64.00,23.20,23.02,983.52,258.68,471.34
2022:4:10:21:43:20,64.00,23.20,23.02,983.50,258.85,471.34
2022:4:10:21:43:22,64.00,23.10,23.02,983.49,258.97,471.34
2022:4:10:21:43:24,64.00,23.20,23.03,983.54,258.52,471.34
2022:4:10:21:43:26,64.00,23.20,23.03,983.51,258.80,471.34
2022:4:10:21:43:28,64.00,23.20,23.03,983.50,258.87,471.34
2022:4:10:21:43:31,64.00,23.20,23.03,983.53,258.59,471.34
2022:4:10:21:43:33,64.00,23.20,23.04,983.52,258.68,471.34
2022:4:10:21:43:35,64.00,23.20,23.04,983.53,258.64,471.34
2022:4:10:21:43:37,64.00,23.20,23.05,983.49,258.98,471.34
2022:4:10:21:43:39,64.00,23.20,23.06,983.49,258.97,471.34
2022:4:10:21:43:41,64.00,23.20,23.06,983.51,258.85,471.34
2022:4:10:21:43:43,64.00,23.20,23.06,983.54,258.58,471.34
2022:4:10:21:43:45,64.00,23.20,23.07,983.51,258.84,487.13
2022:4:10:21:43:47,64.00,23.20,23.06,983.51,258.81,471.34
2022:4:10:21:43:49,64.00,23.20,23.07,983.53,258.66,471.34
2022:4:10:21:43:51,64.00,23.20,23.08,983.52,258.71,471.34
2022:4:10:21:43:53,64.00,23.20,23.08,983.53,258.64,487.13
2022:4:10:21:43:56,64.00,23.20,23.07,983.50,258.92,487.13
2022:4:10:21:43:58,64.00,23.20,23.07,983.49,258.99,471.34
2022:4:10:21:44:0,64.00,23.20,23.07,983.52,258.71,487.13
2022:4:10:21:44:2,64.00,23.20,23.07,983.48,259.06,471.34
2022:4:10:21:44:4,64.00,23.20,23.07,983.54,258.52,471.34
2022:4:10:21:44:6,64.00,23.20,23.08,983.55,258.47,471.34
2022:4:10:21:44:8,64.00,23.20,23.08,983.52,258.69,471.34
2022:4:10:21:44:10,64.00,23.20,23.07,983.54,258.59,487.13
2022:4:10:21:44:12,64.00,23.20,23.08,983.52,258.77,471.34
2022:4:10:21:44:14,64.00,23.20,23.08,983.49,258.99,471.34
2022:4:10:21:44:16,64.00,23.20,23.08,983.52,258.75,487.13
2022:4:10:21:44:18,64.00,23.20,23.07,983.50,258.87,471.34
2022:4:10:21:44:20,64.00,23.20,23.09,983.50,258.93,471.34
2022:4:10:21:44:23,64.00,23.20,23.08,983.51,258.79,471.34
2022:4:10:21:44:25,64.00,23.20,23.08,983.54,258.55,471.34
2022:4:10:21:44:27,64.00,23.20,23.08,983.51,258.85,471.34
2022:4:10:21:44:29,63.00,23.20,23.08,983.54,258.55,471.34
2022:4:10:21:44:31,63.00,23.20,23.08,983.51,258.84,471.34
2022:4:10:21:44:33,63.00,23.20,23.08,983.54,258.51,471.34
2022:4:10:21:44:35,63.00,23.20,23.08,983.53,258.68,471.34
2022:4:10:21:44:37,63.00,23.20,23.08,983.51,258.82,471.34
2022:4:10:21:44:39,63.00,23.20,23.08,983.51,258.80,471.34
2022:4:10:21:44:41,63.00,23.20,23.07,983.52,258.72,471.34
2022:4:10:21:44:43,63.00,23.20,23.07,983.51,258.83,471.34
2022:4:10:21:44:45,63.00,23.20,23.07,983.49,258.96,471.34
2022:4:10:21:44:48,63.00,23.20,23.07,983.52,258.70,471.34
2022:4:10:21:44:50,63.00,23.20,23.06,983.53,258.67,471.34
2022:4:10:21:44:52,63.00,23.20,23.07,983.53,258.63,471.34
2022:4:10:21:44:54,63.00,23.20,23.07,983.53,258.68,471.34
2022:4:10:21:44:56,63.00,23.20,23.06,983.50,258.87,471.34
2022:4:10:21:44:58,63.00,23.20,23.06,983.53,258.63,471.34
2022:4:10:21:45:0,63.00,23.20,23.08,983.53,258.64,471.34
2022:4:10:21:45:2,63.00,23.20,23.06,983.51,258.82,471.34
2022:4:10:21:45:4,63.00,23.20,23.06,983.50,258.89,471.34
2022:4:10:21:45:6,63.00,23.20,23.06,983.48,259.04,471.34
2022:4:10:21:45:8,63.00,23.20,23.07,983.51,258.78,471.34
2022:4:10:21:45:10,63.00,23.20,23.07,983.53,258.66,471.34
2022:4:10:21:45:13,63.00,23.20,23.06,983.52,258.70,471.34
2022:4:10:21:45:15,63.00,23.20,23.07,983.53,258.63,471.34
2022:4:10:21:45:17,63.00,23.20,23.06,983.51,258.81,471.34
2022:4:10:21:45:19,63.00,23.20,23.07,983.53,258.66,471.34
2022:4:10:21:45:21,63.00,23.20,23.07,983.54,258.51,471.34
2022:4:10:21:45:23,63.00,23.20,23.07,983.53,258.66,471.34
2022:4:10:21:45:25,63.00,23.20,23.06,983.52,258.70,471.34
2022:4:10:21:45:27,63.00,23.20,23.07,983.51,258.77,471.34
2022:4:10:21:45:29,63.00,23.20,23.07,983.51,258.81,455.90
2022:4:10:21:45:31,63.00,23.20,23.07,983.52,258.76,471.34
2022:4:10:21:45:33,63.00,23.20,23.07,983.51,258.84,455.90
2022:4:10:21:45:35,63.00,23.20,23.07,983.53,258.61,471.34
2022:4:10:21:45:37,63.00,23.20,23.06,983.50,258.88,455.90
2022:4:10:21:45:40,63.00,23.20,23.06,983.51,258.83,471.34
2022:4:10:21:45:42,63.00,23.20,23.06,983.51,258.81,471.34
2022:4:10:21:45:44,63.00,23.20,23.06,983.49,258.97,471.34
2022:4:10:21:45:46,63.00,23.20,23.06,983.49,258.98,471.34
2022:4:10:21:45:48,63.00,23.20,23.07,983.50,258.93,471.34
2022:4:10:21:45:50,63.00,23.20,23.07,983.51,258.84,471.34
2022:4:10:21:45:52,63.00,23.20,23.07,983.50,258.89,471.34
2022:4:10:21:45:54,63.00,23.20,23.07,983.48,259.12,471.34
2022:4:10:21:45:56,63.00,23.20,23.08,983.52,258.72,471.34
2022:4:10:21:45:58,63.00,23.20,23.07,983.51,258.81,471.34
2022:4:10:21:46:0,63.00,23.20,23.07,983.53,258.62,471.34
2022:4:10:21:46:2,63.00,23.20,23.07,983.52,258.72,471.34
2022:4:10:21:46:5,63.00,23.20,23.07,983.52,258.70,471.34
2022:4:10:21:46:7,63.00,23.20,23.06,983.54,258.57,471.34
2022:4:10:21:46:9,63.00,23.20,23.06,983.53,258.66,455.90
2022:4:10:21:46:11,63.00,23.20,23.07,983.53,258.68,471.34
2022:4:10:21:46:13,63.00,23.20,23.06,983.52,258.72,471.34
2022:4:10:21:46:15,63.00,23.20,23.07,983.52,258.74,471.34
2022:4:10:21:46:17,63.00,23.20,23.07,983.52,258.69,471.34
2022:4:10:21:46:19,63.00,23.20,23.07,983.55,258.48,471.34
2022:4:10:21:46:21,63.00,23.20,23.08,983.53,258.62,471.34
2022:4:10:21:46:23,63.00,23.20,23.07,983.53,258.63,471.34
2022:4:10:21:46:25,63.00,23.20,23.07,983.55,258.42,471.34
2022:4:10:21:46:27,63.00,23.20,23.06,983.54,258.54,471.34
2022:4:10:21:46:30,63.00,23.20,23.06,983.54,258.57,471.34
2022:4:10:21:46:32,63.00,23.20,23.06,983.52,258.74,471.34
2022:4:10:21:46:34,63.00,23.20,23.06,983.53,258.59,471.34
2022:4:10:21:46:36,63.00,23.20,23.07,983.52,258.71,471.34
2022:4:10:21:46:38,63.00,23.20,23.07,983.53,258.65,471.34
2022:4:10:21:46:40,63.00,23.20,23.07,983.56,258.35,471.34
2022:4:10:21:46:42,63.00,23.20,23.07,983.55,258.49,471.34
2022:4:10:21:46:44,63.00,23.20,23.07,983.57,258.31,471.34
2022:4:10:21:46:46,63.00,23.20,23.06,983.55,258.41,471.34
2022:4:10:21:46:48,63.00,23.20,23.07,983.57,258.26,471.34
2022:4:10:21:46:50,63.00,23.20,23.08,983.53,258.68,471.34
2022:4:10:21:46:52,63.00,23.20,23.08,983.57,258.29,471.34
2022:4:10:21:46:55,63.00,23.20,23.08,983.54,258.58,471.34
2022:4:10:21:46:57,63.00,23.20,23.08,983.54,258.53,471.34
2022:4:10:21:46:59,63.00,23.20,23.08,983.57,258.27,471.34
2022:4:10:21:47:1,63.00,23.20,23.08,983.57,258.26,471.34
2022:4:10:21:47:3,63.00,23.20,23.09,983.57,258.31,471.34
2022:4:10:21:47:5,63.00,23.20,23.08,983.54,258.53,471.34
2022:4:10:21:47:7,63.00,23.20,23.08,983.55,258.43,471.34
2022:4:10:21:47:9,63.00,23.20,23.08,983.58,258.20,471.34
2022:4:10:21:47:11,63.00,23.20,23.08,983.56,258.38,471.34
2022:4:10:21:47:13,63.00,23.20,23.07,983.56,258.40,471.34
2022:4:10:21:47:15,63.00,23.20,23.07,983.56,258.37,471.34
2022:4:10:21:47:17,63.00,23.20,23.06,983.54,258.54,471.34
2022:4:10:21:47:19,63.00,23.20,23.06,983.56,258.34,471.34
2022:4:10:21:47:22,63.00,23.20,23.07,983.58,258.21,471.34
2022:4:10:21:47:24,63.00,23.20,23.07,983.55,258.47,471.34
2022:4:10:21:47:26,63.00,23.20,23.08,983.55,258.43,471.34
2022:4:10:21:47:28,63.00,23.20,23.07,983.55,258.48,471.34
2022:4:10:21:47:30,63.00,23.20,23.08,983.56,258.37,471.34
2022:4:10:21:47:32,63.00,23.20,23.08,983.59,258.15,471.34
2022:4:10:21:47:34,63.00,23.20,23.08,983.55,258.50,455.90
2022:4:10:21:47:36,63.00,23.20,23.08,983.55,258.48,455.90
2022:4:10:21:47:38,63.00,23.20,23.08,983.57,258.27,471.34
2022:4:10:21:47:40,63.00,23.20,23.08,983.56,258.37,471.34
2022:4:10:21:47:42,63.00,23.20,23.07,983.57,258.24,471.34
2022:4:10:21:47:44,63.00,23.20,23.07,983.58,258.18,455.90
2022:4:10:21:47:47,63.00,23.20,23.07,983.57,258.29,471.34
2022:4:10:21:47:49,63.00,23.20,23.06,983.55,258.44,455.90
2022:4:10:21:47:51,63.00,23.20,23.07,983.57,258.32,455.90
2022:4:10:21:47:53,63.00,23.20,23.08,983.58,258.20,455.90
2022:4:10:21:47:55,63.00,23.20,23.08,983.59,258.13,471.34
2022:4:10:21:47:57,63.00,23.20,23.08,983.57,258.31,471.34
2022:4:10:21:47:59,63.00,23.20,23.09,983.60,258.07,471.34
2022:4:10:21:48:1,63.00,23.20,23.08,983.54,258.56,471.34
2022:4:10:21:48:3,63.00,23.20,23.08,983.57,258.29,471.34
2022:4:10:21:48:5,63.00,23.20,23.08,983.55,258.44,471.34
2022:4:10:21:48:7,63.00,23.20,23.09,983.58,258.23,471.34
2022:4:10:21:48:9,63.00,23.20,23.08,983.57,258.29,455.90
2022:4:10:21:48:12,63.00,23.20,23.08,983.58,258.22,471.34
2022:4:10:21:48:14,63.00,23.20,23.08,983.58,258.24,471.34
2022:4:10:21:48:16,63.00,23.20,23.08,983.59,258.07,471.34
2022:4:10:21:48:18,63.00,23.20,23.08,983.58,258.22,455.90
2022:4:10:21:48:20,63.00,23.10,23.08,983.58,258.24,455.90
2022:4:10:21:48:22,63.00,23.20,23.08,983.59,258.09,455.90
2022:4:10:21:48:24,63.00,23.20,23.08,983.57,258.25,471.34
2022:4:10:21:48:26,63.00,23.20,23.08,983.59,258.11,455.90
2022:4:10:21:48:28,63.00,23.20,23.09,983.56,258.41,471.34
2022:4:10:21:48:30,63.00,23.20,23.08,983.58,258.24,471.34
2022:4:10:21:48:32,63.00,23.20,23.08,983.56,258.35,455.90
2022:4:10:21:48:34,63.00,23.20,23.07,983.58,258.16,455.90
2022:4:10:21:48:36,63.00,23.20,23.08,983.58,258.22,471.34
2022:4:10:21:48:39,63.00,23.20,23.08,983.57,258.26,455.90
2022:4:10:21:48:41,63.00,23.20,23.08,983.58,258.22,455.90
2022:4:10:21:48:43,63.00,23.10,23.08,983.57,258.25,455.90
2022:4:10:21:48:45,63.00,23.20,23.08,983.60,257.98,455.90
2022:4:10:21:48:47,63.00,23.20,23.08,983.59,258.15,455.90
2022:4:10:21:48:49,63.00,23.10,23.08,983.60,258.00,455.90
2022:4:10:21:48:51,63.00,23.20,23.08,983.61,257.95,471.34
2022:4:10:21:48:53,63.00,23.10,23.08,983.59,258.10,455.90
2022:4:10:21:48:55,63.00,23.20,23.08,983.59,258.09,455.90
2022:4:10:21:48:57,63.00,23.20,23.07,983.61,257.92,455.90
2022:4:10:21:48:59,63.00,23.10,23.06,983.60,257.99,455.90
2022:4:10:21:49:1,63.00,23.20,23.05,983.58,258.16,471.34
2022:4:10:21:49:4,63.00,23.10,23.05,983.58,258.20,455.90
2022:4:10:21:49:6,63.00,23.10,23.05,983.61,257.95,455.90
2022:4:10:21:49:8,63.00,23.20,23.05,983.57,258.23,455.90
2022:4:10:21:49:10,63.00,23.20,23.04,983.59,258.05,455.90
2022:4:10:21:49:12,63.00,23.20,23.05,983.60,257.97,455.90
2022:4:10:21:49:14,63.00,23.10,23.04,983.58,258.13,455.90
2022:4:10:21:49:16,63.00,23.10,23.05,983.61,257.91,455.90
2022:4:10:21:49:18,63.00,23.10,23.05,983.58,258.19,455.90
2022:4:10:21:49:20,63.00,23.20,23.05,983.61,257.95,455.90
2022:4:10:21:49:22,63.00,23.10,23.05,983.59,258.10,455.90
2022:4:10:21:49:24,63.00,23.10,23.05,983.59,258.08,455.90
2022:4:10:21:49:26,63.00,23.20,23.05,983.59,258.09,455.90
2022:4:10:21:49:29,63.00,23.10,23.05,983.59,258.05,455.90
2022:4:10:21:49:31,63.00,23.10,23.05,983.58,258.16,455.90
2022:4:10:21:49:33,63.00,23.10,23.05,983.57,258.29,455.90
2022:4:10:21:49:35,63.00,23.20,23.05,983.58,258.14,455.90
2022:4:10:21:49:37,63.00,23.10,23.05,983.60,257.96,455.90
2022:4:10:21:49:39,63.00,23.10,23.05,983.57,258.24,455.90
2022:4:10:21:49:41,63.00,23.10,23.05,983.59,258.11,455.90
2022:4:10:21:49:43,63.00,23.10,23.06,983.59,258.07,455.90
2022:4:10:21:49:45,63.00,23.10,23.06,983.58,258.17,455.90
2022:4:10:21:49:47,63.00,23.10,23.06,983.58,258.20,455.90
2022:4:10:21:49:49,63.00,23.10,23.07,983.61,257.94,471.34
2022:4:10:21:49:51,63.00,23.10,23.07,983.59,258.12,471.34
2022:4:10:21:49:53,63.00,23.10,23.07,983.60,258.05,455.90
2022:4:10:21:49:56,63.00,23.10,23.07,983.62,257.82,455.90
2022:4:10:21:49:58,63.00,23.10,23.07,983.57,258.29,455.90
2022:4:10:21:50:0,63.00,23.10,23.07,983.61,257.90,455.90
2022:4:10:21:50:2,63.00,23.20,23.07,983.62,257.87,455.90
2022:4:10:21:50:4,63.00,23.10,23.07,983.60,257.98,455.90
2022:4:10:21:50:6,63.00,23.10,23.07,983.64,257.70,471.34
2022:4:10:21:50:8,63.00,23.10,23.07,983.63,257.71,455.90
2022:4:10:21:50:10,63.00,23.10,23.07,983.63,257.72,455.90
2022:4:10:21:50:12,63.00,23.10,23.07,983.61,257.90,455.90
2022:4:10:21:50:14,63.00,23.10,23.07,983.61,257.96,455.90
2022:4:10:21:50:16,63.00,23.10,23.08,983.60,258.01,455.90
2022:4:10:21:50:18,63.00,23.10,23.07,983.62,257.80,455.90
2022:4:10:21:50:21,63.00,23.10,23.07,983.61,257.89,455.90
2022:4:10:21:50:23,63.00,23.10,23.06,983.63,257.74,455.90
2022:4:10:21:50:25,63.00,23.10,23.06,983.61,257.92,455.90
2022:4:10:21:50:27,63.00,23.10,23.07,983.65,257.53,455.90
2022:4:10:21:50:29,63.00,23.10,23.06,983.64,257.69,455.90
2022:4:10:21:50:31,63.00,23.10,23.06,983.65,257.61,455.90
2022:4:10:21:50:33,63.00,23.10,23.05,983.63,257.71,455.90
2022:4:10:21:50:35,63.00,23.10,23.06,983.64,257.67,455.90
2022:4:10:21:50:37,63.00,23.10,23.05,983.63,257.74,455.90
2022:4:10:21:50:39,63.00,23.10,23.04,983.63,257.72,455.90
2022:4:10:21:50:41,63.00,23.10,23.03,983.62,257.84,455.90
2022:4:10:21:50:43,63.00,23.10,23.04,983.61,257.87,455.90
2022:4:10:21:50:46,63.00,23.10,23.03,983.61,257.87,455.90
2022:4:10:21:50:48,63.00,23.10,23.02,983.60,258.00,455.90
2022:4:10:21:50:50,63.00,23.10,23.03,983.64,257.67,455.90
2022:4:10:21:50:52,63.00,23.10,23.03,983.64,257.60,455.90
2022:4:10:21:50:54,63.00,23.10,23.02,983.62,257.77,455.90
2022:4:10:21:50:56,63.00,23.10,23.02,983.62,257.83,455.90
2022:4:10:21:50:58,63.00,23.10,23.02,983.63,257.68,455.90
2022:4:10:21:51:0,63.00,23.10,23.02,983.63,257.72,455.90
2022:4:10:21:51:2,63.00,23.10,23.02,983.62,257.75,455.90
2022:4:10:21:51:4,63.00,23.10,23.01,983.60,258.00,455.90
2022:4:10:21:51:6,63.00,23.10,23.01,983.65,257.53,455.90
2022:4:10:21:51:8,63.00,23.10,23.01,983.66,257.46,455.90
2022:4:10:21:51:11,63.00,23.10,23.01,983.64,257.61,455.90
2022:4:10:21:51:13,63.00,23.10,23.00,983.65,257.53,455.90
2022:4:10:21:51:15,63.00,23.10,23.00,983.66,257.41,455.90
2022:4:10:21:51:17,63.00,23.10,23.00,983.66,257.45,455.90
2022:4:10:21:51:19,63.00,23.10,23.00,983.65,257.54,455.90
2022:4:10:21:51:21,63.00,23.10,22.99,983.65,257.52,455.90
2022:4:10:21:51:23,63.00,23.10,23.00,983.65,257.52,455.90
2022:4:10:21:51:25,63.00,23.10,23.00,983.63,257.69,455.90
2022:4:10:21:51:27,63.00,23.10,22.99,983.63,257.68,455.90
2022:4:10:21:51:29,63.00,23.10,22.99,983.61,257.85,455.90
2022:4:10:21:51:31,63.00,23.10,22.98,983.60,257.98,455.90
2022:4:10:21:51:33,63.00,23.10,22.98,983.63,257.71,455.90
2022:4:10:21:51:35,63.00,23.10,22.98,983.62,257.80,455.90
2022:4:10:21:51:38,63.00,23.10,22.98,983.65,257.50,455.90
2022:4:10:21:51:40,63.00,23.10,22.97,983.63,257.67,455.90
2022:4:10:21:51:42,63.00,23.10,22.97,983.65,257.46,455.90
2022:4:10:21:51:44,63.00,23.10,22.97,983.64,257.55,455.90
2022:4:10:21:51:46,63.00,23.10,22.97,983.62,257.75,455.90
2022:4:10:21:51:48,63.00,23.10,22.96,983.64,257.57,455.90
2022:4:10:21:51:50,63.00,23.10,22.96,983.64,257.61,455.90
2022:4:10:21:51:52,63.00,23.10,22.95,983.63,257.69,455.90
2022:4:10:21:51:54,63.00,23.10,22.96,983.65,257.50,455.90
2022:4:10:21:51:56,63.00,23.10,22.95,983.62,257.71,455.90
2022:4:10:21:51:58,63.00,23.10,22.95,983.63,257.63,455.90
2022:4:10:21:52:0,63.00,23.10,22.95,983.62,257.72,455.90
2022:4:10:21:52:3,63.00,23.10,22.95,983.63,257.63,455.90
2022:4:10:21:52:5,63.00,23.10,22.94,983.62,257.73,455.90
2022:4:10:21:52:7,63.00,23.10,22.95,983.64,257.54,455.90
2022:4:10:21:52:9,63.00,23.10,22.94,983.65,257.48,455.90
2022:4:10:21:52:11,63.00,23.10,22.93,983.63,257.66,455.90
2022:4:10:21:52:13,63.00,23.10,22.92,983.60,257.85,455.90
2022:4:10:21:52:15,63.00,23.10,22.91,983.64,257.56,455.90
2022:4:10:21:52:17,63.00,23.10,22.90,983.63,257.57,455.90
2022:4:10:21:52:19,63.00,23.10,22.89,983.62,257.68,455.90
2022:4:10:21:52:21,63.00,23.10,22.89,983.63,257.57,455.90
2022:4:10:21:52:23,63.00,23.10,22.89,983.64,257.52,455.90
2022:4:10:21:52:25,63.00,23.10,22.89,983.61,257.74,455.90
2022:4:10:21:52:28,63.00,23.10,22.89,983.62,257.65,455.90
2022:4:10:21:52:30,63.00,23.10,22.89,983.62,257.72,455.90
2022:4:10:21:52:32,63.00,23.10,22.89,983.61,257.77,455.90
2022:4:10:21:52:34,63.00,23.10,22.89,983.63,257.61,455.90
2022:4:10:21:52:36,63.00,23.10,22.89,983.60,257.87,455.90
2022:4:10:21:52:38,63.00,23.10,22.89,983.62,257.71,455.90
2022:4:10:21:52:40,63.00,23.10,22.89,983.62,257.69,455.90
2022:4:10:21:52:42,63.00,23.10,22.89,983.62,257.71,455.90
2022:4:10:21:52:44,63.00,23.10,22.89,983.62,257.72,455.90
2022:4:10:21:52:46,63.00,23.10,22.89,983.62,257.72,455.90
2022:4:10:21:52:48,63.00,23.10,22.89,983.61,257.77,455.90
2022:4:10:21:52:50,63.00,23.10,22.89,983.64,257.53,455.90
2022:4:10:21:52:52,63.00,23.10,22.90,983.64,257.54,455.90
2022:4:10:21:52:55,63.00,23.00,22.88,983.64,257.48,455.90
2022:4:10:21:52:57,63.00,23.10,22.84,983.62,257.61,455.90
2022:4:10:21:52:59,63.00,23.10,22.83,983.61,257.68,455.90
2022:4:10:21:53:1,63.00,23.10,22.81,983.60,257.83,455.90
2022:4:10:21:53:3,63.00,23.10,22.80,983.64,257.44,455.90
2022:4:10:21:53:5,63.00,23.10,22.79,983.64,257.43,455.90
2022:4:10:21:53:7,63.00,23.10,22.77,983.63,257.50,455.90
2022:4:10:21:53:9,63.00,23.10,22.77,983.61,257.66,455.90
2022:4:10:21:53:11,63.00,23.10,22.77,983.63,257.46,455.90
2022:4:10:21:53:13,63.00,23.10,22.77,983.61,257.63,455.90
2022:4:10:21:53:15,63.00,23.10,22.75,983.62,257.54,455.90
2022:4:10:21:53:17,63.00,23.10,22.75,983.63,257.43,455.90
2022:4:10:21:53:20,63.00,23.10,22.75,983.59,257.78,455.90
2022:4:10:21:53:22,63.00,23.10,22.75,983.62,257.56,455.90
2022:4:10:21:53:24,63.00,23.10,22.74,983.65,257.27,455.90
2022:4:10:21:53:26,63.00,23.10,22.75,983.61,257.64,455.90
2022:4:10:21:53:28,63.00,23.00,22.74,983.60,257.73,455.90
2022:4:10:21:53:30,63.00,23.10,22.75,983.61,257.63,455.90
2022:4:10:21:53:32,63.00,23.10,22.75,983.61,257.69,455.90
2022:4:10:21:53:34,63.00,23.10,22.74,983.60,257.71,455.90
2022:4:10:21:53:36,63.00,23.10,22.74,983.64,257.39,455.90
2022:4:10:21:53:38,63.00,23.10,22.74,983.63,257.48,455.90
2022:4:10:21:53:40,63.00,23.10,22.73,983.62,257.54,455.90
2022:4:10:21:53:42,63.00,23.10,22.71,983.64,257.31,455.90
2022:4:10:21:53:45,63.00,23.10,22.70,983.65,257.21,455.90
2022:4:10:21:53:47,63.00,23.10,22.69,983.64,257.29,455.90
2022:4:10:21:53:49,63.00,23.10,22.69,983.63,257.45,455.90
2022:4:10:21:53:51,63.00,23.00,22.68,983.67,257.08,455.90
2022:4:10:21:53:53,63.00,23.00,22.67,983.66,257.14,455.90
2022:4:10:21:53:55,63.00,23.00,22.68,983.66,257.14,455.90
2022:4:10:21:53:57,63.00,23.10,22.68,983.67,257.05,455.90
2022:4:10:21:53:59,63.00,23.10,22.69,983.62,257.55,455.90
2022:4:10:21:54:1,63.00,23.00,22.70,983.60,257.65,455.90
2022:4:10:21:54:3,63.00,23.00,22.70,983.66,257.17,455.90
2022:4:10:21:54:5,63.00,23.10,22.70,983.65,257.24,455.90
2022:4:10:21:54:7,63.00,23.10,22.72,983.67,257.11,455.90
2022:4:10:21:54:9,63.00,23.10,22.71,983.63,257.44,455.90
2022:4:10:21:54:12,63.00,23.10,22.71,983.65,257.27,455.90
2022:4:10:21:54:14,63.00,23.00,22.72,983.66,257.17,455.90
2022:4:10:21:54:16,63.00,23.00,22.72,983.64,257.37,455.90
2022:4:10:21:54:18,63.00,23.00,22.70,983.66,257.15,455.90
2022:4:10:21:54:20,63.00,23.00,22.67,983.64,257.27,455.90
2022:4:10:21:54:22,63.00,23.00,22.64,983.68,256.92,455.90
2022:4:10:21:54:24,63.00,23.10,22.63,983.65,257.21,455.90
2022:4:10:21:54:26,63.00,23.00,22.61,983.68,256.92,455.90
2022:4:10:21:54:28,63.00,23.00,22.59,983.66,257.08,455.90
2022:4:10:21:54:30,63.00,23.00,22.58,983.66,257.10,455.90
2022:4:10:21:54:32,63.00,23.00,22.59,983.67,257.00,455.90
2022:4:10:21:54:34,63.00,23.00,22.59,983.67,257.00,455.90
2022:4:10:21:54:37,63.00,23.00,22.59,983.66,257.11,455.90
